Date,RF_Forecast,RealizedVol
2014-02-06,0.00992175577743565,0.00838559857913607
2014-02-07,0.007730836864773173,0.008709546407185005
2014-02-10,0.008194239997352953,0.008671276256285523
2014-02-11,0.00769853114168685,0.008900651479679153
2014-02-12,0.007926162434730788,0.008900727099370074
2014-02-13,0.008319455431817927,0.008934264422903643
2014-02-14,0.006843235592515795,0.00882876943690048
2014-02-18,0.007012440522903601,0.008831090342510398
2014-02-19,0.007237875740955632,0.008899753079701143
2014-02-20,0.006884765934480134,0.008898622120260675
2014-02-21,0.006496391304820247,0.008905443659752639
2014-02-24,0.0064874051697023545,0.00897612394866288
2014-02-25,0.006443141649954147,0.008969641714444924
2014-02-26,0.006790563007989281,0.008666912480689619
2014-02-27,0.007247611411657518,0.008489305330040513
2014-02-28,0.0075145582199216965,0.008452255611278874
2014-03-03,0.007419695274290452,0.008556183769513679
2014-03-04,0.0071846742820523505,0.008964019948635958
2014-03-05,0.007411206061756445,0.008949748677792184
2014-03-06,0.007221741880530129,0.008954621939450626
2014-03-07,0.007163146661042884,0.008805517524014102
2014-03-10,0.0075812060554344895,0.007918901155944237
2014-03-11,0.007413989469132343,0.007923246737350032
2014-03-12,0.007171196275715089,0.007844214227790068
2014-03-13,0.007063392835886745,0.007914508611758096
2014-03-14,0.007202933548370392,0.007662979713138396
2014-03-17,0.006986775305431403,0.0077698284058006495
2014-03-18,0.00708104753938193,0.0066568333789200525
2014-03-19,0.007345529529151177,0.006606281528397918
2014-03-20,0.007822172827258202,0.006686890483566513
2014-03-21,0.006644120828713167,0.006317214225074725
2014-03-24,0.006840249102317207,0.005905878424216602
2014-03-25,0.00629426732077746,0.005953242746824613
2014-03-26,0.006887349841198677,0.005749064975082897
2014-03-27,0.006414481397789805,0.005759331881258386
2014-03-28,0.006581600108190806,0.005724124320738739
2014-03-31,0.006804768281880588,0.00583737261798183
2014-04-01,0.006626898780228185,0.005972472721011322
2014-04-02,0.006423865455148766,0.00587475647758091
2014-04-03,0.006906629719084655,0.0057749255443286865
2014-04-04,0.006750039156091054,0.006207472728672424
2014-04-07,0.006872056469850247,0.006415511509343774
2014-04-08,0.00845660178564174,0.006447115679617823
2014-04-09,0.006320415593476949,0.006745065559707993
2014-04-10,0.0076716857471376635,0.007715733343838087
2014-04-11,0.007794762317764116,0.00789327673718772
2014-04-14,0.0077237596238079655,0.007918839886440278
2014-04-15,0.007948722510539042,0.007521086874494214
2014-04-16,0.008058489844199334,0.007758576302103943
2014-04-17,0.007976398975090424,0.0077562338100089865
2014-04-21,0.00809949281731552,0.00778606328657897
2014-04-22,0.006673626263252625,0.007821223435939016
2014-04-23,0.006613903133871746,0.007776236644737281
2014-04-24,0.0069555117758049075,0.007782342170621111
2014-04-25,0.007224900654685446,0.007625607467054718
2014-04-28,0.006503552077759548,0.0076309673090851965
2014-04-29,0.006608933838632238,0.007478783357745922
2014-04-30,0.006954637388969146,0.00738273301909644
2014-05-01,0.006722029224468765,0.007296880549853406
2014-05-02,0.007316967177141136,0.007217770255648624
2014-05-05,0.00710907718875332,0.007205912574027536
2014-05-06,0.007032284798190675,0.007338250581767302
2014-05-07,0.007267120635951074,0.007365587749475798
2014-05-08,0.006921381610110505,0.007257401252543452
2014-05-09,0.0067901638276472295,0.007254387874136109
2014-05-12,0.0068058132906989675,0.007416236557024925
2014-05-13,0.006729869163975389,0.007275294555234304
2014-05-14,0.006313774974913469,0.007213171437663577
2014-05-15,0.006559678295329036,0.00739650366684086
2014-05-16,0.007216790331954932,0.007425103805374997
2014-05-19,0.006824499187205904,0.007093456110845828
2014-05-20,0.006679743820909603,0.006916644698785962
2014-05-21,0.006245534017345373,0.007039236545912107
2014-05-22,0.0065823744261152995,0.006767997675228007
2014-05-23,0.006295409598040683,0.005617485659786863
2014-05-27,0.0063628737830865485,0.005451190991518863
2014-05-28,0.006737552687433197,0.005246376392682943
2014-05-29,0.006911925158178174,0.005193044776669114
2014-05-30,0.006657096407310786,0.0048427220759788584
2014-06-02,0.006235548090413959,0.004838148742588436
2014-06-03,0.006298425276073796,0.0047894899360467185
2014-06-04,0.005963094265261719,0.004743664956012974
2014-06-05,0.006069150125471528,0.004873274661790351
2014-06-06,0.006107087532724537,0.004935715883044141
2014-06-09,0.006317966534902935,0.0047103890751598685
2014-06-10,0.005530847800431842,0.004673525932469299
2014-06-11,0.005087773282601523,0.004637718613270745
2014-06-12,0.005222433759122922,0.004785180384022733
2014-06-13,0.006779436570680631,0.004819103578947308
2014-06-16,0.006836687249060616,0.004815224156711642
2014-06-17,0.006812906126299903,0.0048194274327832505
2014-06-18,0.005535935732361111,0.004741334111264158
2014-06-19,0.005926576830164416,0.004635618939914895
2014-06-20,0.005062823325880409,0.004639566717793778
2014-06-23,0.005073498006871977,0.004631341143407022
2014-06-24,0.004816637919146457,0.004444082683092535
2014-06-25,0.006448513589642998,0.004532059846576548
2014-06-26,0.005173106429735834,0.0044548648058271075
2014-06-27,0.004929150496443448,0.004125320324328758
2014-06-30,0.004823404034296947,0.004068985697157356
2014-07-01,0.004792825766284105,0.004188357836637607
2014-07-02,0.004611165258182517,0.004017456681243902
2014-07-03,0.004751686131444819,0.00386746971696846
2014-07-07,0.0045355877704169965,0.003909847925193994
2014-07-08,0.004932996870652879,0.004044226267306178
2014-07-09,0.005808841046380931,0.003985398989462541
2014-07-10,0.005150863331379441,0.004051321331343736
